class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name,pc1,pc2,pc3,pc4,pc5
Amphibia,Anura,Ranidae,Hylarana,erythraea,19.0,0.019,0.000988,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hylarana erythraea,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Hyperoliidae,Hyperolius,tuberilinguis,1.0,0.001,0.000425,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hyperolius tuberilinguis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Hyperoliidae,Hyperolius,viridiflavus,1.0,0.001,0.000377,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hyperolius viridiflavus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Bufonidae,Incilius,alvarius,150.79999999999998,0.1508,0.0658996,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Incilius alvarius,-2756.047650778881,216.10347744287736,-1994.144602405612,-588.5221026917241,179.2283583714187
Amphibia,Anura,Microhylidae,Kaloula,pulchra,0.9,0.0009,0.0004698,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Kaloula pulchra,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Hyperoliidae,Kassina,senegalensis,30.6999999999999,0.0306999999999999,0.0044207999999999,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Kassina senegalensis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Ceratophryidae,Lepidobatrachus,llanensis,6.25,0.00625,0.00176875,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Lepidobatrachus llanensis,-3068.2186727054964,2842.1971543172717,457.8837687931853,-335.8067128233876,-2310.1021671445
Amphibia,Anura,Leptodactylidae,Leptodactylus,fuscus,88.5,0.0885,0.0477015,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Leptodactylus fuscus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Dicroglossidae,Limnonectes,magnus,34.2,0.0342,0.0158346,W,30.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Limnonectes magnus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,8.75,0.00875,0.00903875,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Lissotriton vulgaris,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Anura,Ranidae,Lithobates,catesbeianus,262.0,0.262,0.007336,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Lithobates catesbeianus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Aromobatidae,Mannophryne,trinitatis,5.0999999999999,0.0050999999999999,0.0032589,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Mannophryne trinitatis,-3066.86942440488,2830.6218856028345,446.9196866378456,-337.0381740999613,-2301.592092555304
Amphibia,Caudata,Proteidae,Necturus,maculosus,125.0,0.125,0.01375,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Necturus maculosus,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,3.0,0.003,0.00075,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Notophthalmus viridescens,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Anura,Dicroglossidae,Occidozyga,martensii,9.3,0.0093,0.0059892,W,35.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Occidozyga martensii,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Odontophrynidae,Odontophrynus,americanus,15.24,0.01524,0.003048,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Odontophrynus americanus,-3068.2186727054964,2842.1971543172717,457.8837687931853,-335.8067128233876,-2310.1021671445
Amphibia,Anura,Hylidae,Osteopilus,septentrionalis,5.0,0.005,0.001835,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Osteopilus septentrionalis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,0.6,0.0006,9.36e-05,W,17.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Plethodon cinereus,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Plethodon,dorsalis,0.69,0.00069,0.00013248,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Plethodon dorsalis,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,5.01,0.00501,0.0009268499999999,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Plethodon glutinosus,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Plethodon,jordani,3.1,0.0031,0.0001487999999999,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Plethodon jordani,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Plethodon,neomexicanus,2.47,0.00247,0.00083733,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Plethodon neomexicanus,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Anura,Hylidae,Pseudacris,crucifer,9.9,0.0099,0.0063756,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudacris crucifer,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Hylidae,Pseudacris,nigrita,1.0,0.001,0.0009,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudacris nigrita,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Hylidae,Pseudacris,regilla,41.4,0.0414,0.0218592,W,21.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudacris regilla,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Hylidae,Pseudacris,triseriata,0.94,0.00094,7.802e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudacris triseriata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Caudata,Sirenidae,Pseudobranchus,striatus,2.19,0.00219,0.00061977,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudobranchus striatus,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,brunnata,3.33,0.00333,0.00364635,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudoeurycea brunnata,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,cochranae,2.2299999999999,0.0022299999999999,0.00025422,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudoeurycea cochranae,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,gadovii,2.8799999999999,0.0028799999999999,0.00047232,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudoeurycea gadovii,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,goebeli,3.78,0.00378,0.00020034,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudoeurycea goebeli,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,leprosa,2.46,0.00246,0.00030996,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudoeurycea leprosa,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,rex,1.86,0.00186,0.00021762,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudoeurycea rex,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,10.81,0.01081,0.00037835,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudotriton ruber,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Anura,Pyxicephalidae,Pyxicephalus,adspersus,562.3,0.5622999999999999,0.0792842999999999,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pyxicephalus adspersus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Ranidae,Rana,arvalis,17.0,0.017,0.002346,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rana arvalis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Ranidae,Rana,muscosa,13.5,0.0135,0.0005535,W,4.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rana muscosa,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Ranidae,Rana,temporaria,39.0,0.039,0.00156,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rana temporaria,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Anura,Bufonidae,Rhinella,marina,145.0,0.145,0.0085549999999999,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhinella marina,-2756.0476507788844,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton,olympicus,2.6,0.0026,0.0013858,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhyacotriton olympicus,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Caudata,Salamandridae,Salamandra,salamandra,75.0,0.075,0.0063,W,16.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Salamandra salamandra,-3215.2039110081887,4101.758139027008,1649.9899368595743,-202.4846642612764,-3245.8662980361382
Amphibia,Anura,Scaphiopodidae,Scaphiopus,couchii,24.6,0.0246,0.0101105999999999,W,21.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Scaphiopus couchii,-3137.734153799692,3438.123786318125,1022.0468077769524,-272.6210393049288,-2751.277833773389
Amphibia,Anura,Dendrobatidae,Silverstoneia,nubicola,0.27,0.00027,0.00024165,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Silverstoneia nubicola,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
